no,billToName,billToCity,state
SINV25-03849,ISHAAN BRIGHT ENERGY (OPC) PRIVATE LIMITED,KURUKSHETRA,HR
SINV25-03850,SOLAR POWER GEN CO,RUPNAGAR,PB
SINV25-03851,LUCKNOW CITY HOSPITAL,RAJAJIPURAM,UP
SINV25-03852,ARYA BEVERAGE,ROBERTSGANJ,UP
SINV25-03853,AGGARWAL MACHINARY STORE,SARDULGARH,PB
SINV25-03854,VYKON INDUS TECHNOLOGIES (OPC) PRIVATE LIMITED,PAYALGIPUR,UP
SINV25-03855,SHRAVYA SOLAR TECHNOLOGIES PVT LTD,BAHADURGARH,HR
SINV25-03856,RADHE KRISHNA TRADERS,Karnal,HR
SINV25-03857,AGGARWAL MACHINARY STORE,SARDULGARH,PB
SINV25-03858,SHRAVYA SOLAR TECHNOLOGIES PVT LTD,BAHADURGARH,HR
SINV25-03859,BALAJI SOLAR ENERGY,BHILWARA,RJ
SINV25-03860,GLOBAL ENTERPRISES,BHATINDA,PB
SINV25-03861,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03862,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03863,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03864,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03865,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03866,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03867,SIMRAN TRADING COMPANY,YAMUNANAGAR,HR
SINV25-03868,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03869,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03870,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03871,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03872,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03873,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03874,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03875,BALAJI SOLAR ENERGY,BHILWARA,RJ
SINV25-03876,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03877,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03878,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03879,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03880,JAIMINI TRADERS,SHARANPUR,UP
SINV25-03881,JAIMINI TRADERS,SHARANPUR,UP
SINV25-03882,MANDHAN TRADING CO.,LADWA,HR
SINV25-03883,MANDHAN TRADING CO.,LADWA,HR
SINV25-03884,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03885,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03886,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03887,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03888,ADITYA SOLAR SYSTEM,GURGAON,HR
SINV25-03889,SIMRAN TRADING COMPANY,YAMUNANAGAR,HR
SINV25-03890,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03891,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03892,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03893,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03894,GURU NANAK ELECTRIC STORE,LAKHIMPUR,UP
SINV25-03895,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03896,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03897,JAI GURUDEV INFRATECH,AMBEDKAR NAGAR,UP
SINV25-03898,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03899,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03900,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03901,M/S JAISWAL BATTERY SERVICE,SULTANPUR,UP
SINV25-03902,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03903,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03904,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03905,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03906,RADHE KRISHNA TRADERS,Karnal,HR
SINV25-03907,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03908,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03909,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03910,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03911,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03912,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03913,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03914,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03915,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03916,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03917,BHAGWAN PARSHURAM TRADING COMPANY,GHARAUNDA,HR
SINV25-03918,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03919,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03920,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03921,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03922,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03923,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03924,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03925,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03926,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03927,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03928,RAJDEEP ECO CARE,LADWA,HR
SINV25-03929,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03930,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03931,NEGO RENOVATION & MECHATRONICS,ARISIPALAYAM,TN
SINV25-03932,NEGO RENOVATION & MECHATRONICS,ARISIPALAYAM,TN
SINV25-03933,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03934,BHAWANI AGRO AGENCY,RANI,RJ
SINV25-03935,ANVI TRADERS,GANGOH,UP
SINV25-03936,SIDHU GREEN INDUSTRIES,MALOUT,PB
SINV25-03937,SPECTRA TELEVENTURES PRIVATE LIMITED,NEW DELHI,DL
SINV25-03938,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03939,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03940,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03941,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03942,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03943,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03944,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03945,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03946,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03947,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03948,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03949,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03950,G.S ENTERPRISES,KAPURTHALA,PB
SINV25-03951,G.S ENTERPRISES,KAPURTHALA,PB
SINV25-03952,ECOSOLAR POWER MARKETING PRIVATE LIMITED,SARDULGARH,PB
SINV25-03953,SIDHU GREEN INDUSTRIES,MALOUT,PB
SINV25-03954,FRIENDS SOLAR SOLUTION,PANIPAT,HR
SINV25-03955,THE SANDLANA ADRESH COOPERATIVE LABOUR AND CONSTRUCTION SOCIETY LIMITED,HISAR,HR
SINV25-03956,SPECTRA TELEVENTURES PRIVATE LIMITED,NEW DELHI,DL
SINV25-03957,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03958,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03959,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03960,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03961,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03962,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03963,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03964,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03965,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03966,BABA FARID ELECTRONICS & SOLAR ENERGY,AMRITSAR,PB
SINV25-03967,BABA FARID ELECTRONICS & SOLAR ENERGY,AMRITSAR,PB
SINV25-03968,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03969,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03970,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03971,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03972,M/S SURYA SOLAR SYSTEM,NAUGARH,UP
SINV25-03973,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03974,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03975,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03976,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03977,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03978,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03979,ELECTRO POWER,FARIDABAD,HR
SINV25-03980,UP AGRO FARM SOLUTIONS,BIJNOR,UP
SINV25-03981,RADHE KRISHNA TRADERS,Karnal,HR
SINV25-03982,SIMRAN TRADING COMPANY,YAMUNANAGAR,HR
SINV25-03983,RADHE KRISHNA TRADERS,Karnal,HR
SINV25-03984,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03985,RAJDEEP ECO CARE,LADWA,HR
SINV25-03986,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03987,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03988,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03989,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03990,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03991,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03992,DEEP ELECTRICALS,LUDHIANA,PB
SINV25-03993,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03994,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-03995,UP AGRO FARM SOLUTIONS,BIJNOR,UP
SINV25-03996,M/S SURYA SOLAR SYSTEM,NAUGARH,UP
SINV25-03997,DOON INFRAPOWER PROJECTS PRIVATE LIMITED,JAIPUR,RJ
SINV25-03998,HARYANA SOLAR ENERGY,KAITHAL,HR
SINV25-03999,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04000,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04001,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04002,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04003,SIMRAN TRADING COMPANY,YAMUNANAGAR,HR
SINV25-04004,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04005,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04006,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04007,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04008,HARYANA SOLAR ENERGY,KAITHAL,HR
SINV25-04009,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04010,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04011,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04012,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04013,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04014,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04015,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04016,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04017,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04018,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04019,SOLARFUEL,AKOLA,MH
SINV25-04020,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04021,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04022,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04023,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04024,SK SOLAR,JAIPUR,RJ
SINV25-04025,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04026,INNOVATIONS,AMBALA CITY,HR
SINV25-04027,RADHE KRISHNA TRADERS,Karnal,HR
SINV25-04028,RADHE KRISHNA TRADERS,Karnal,HR
SINV25-04029,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04030,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04031,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04032,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04033,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04034,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04035,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04036,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04037,SOLARFUEL,AKOLA,MH
SINV25-04038,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04039,RADHE KRISHNA TRADERS,Karnal,HR
SINV25-04040,OSWAL PUMPS,BHIWANI,HR
SINV25-04041,ANVI TRADERS,GANGOH,UP
SINV25-04042,GIGA SOLAR,ZIRAKPUR,PB
SINV25-04043,GIGA SOLAR,ZIRAKPUR,PB
SINV25-04044,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04045,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04046,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04047,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04048,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04049,HR IGNITE INNOVATIVE INDIA PRIVATE LIMITED,AGARTHALA,TR
SINV25-04050,SHRI RADHE ENTERPRISES,YAMUNANAGAR,HR
SINV25-04051,DEEPU,NEW DELHI,DL
SINV25-04052,NITISH KUMAR,NEW DELHI,DL
SINV25-04053,SMARTEN POWER SYSTEMS LIMITED,GURGAON,HR
SINV25-04054,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04055,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04056,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04057,SHIVRAJ SOLAR AND MACHINERY,RAJPUR,MH
SINV25-04058,BHARAT ENTERPRISES,KHALILABAD,UP
SINV25-04059,SHIVRAJ SOLAR AND MACHINERY,RAJPUR,MH
SINV25-04060,SK SOLAR,JAIPUR,RJ
SINV25-04061,SMARTEN POWER SYSTEMS LIMITED,GURGAON,HR
SINV25-04062,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04063,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04064,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04065,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04066,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04067,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04068,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04069,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04070,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04071,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04072,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04073,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04074,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04075,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04076,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04077,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04078,RADHE KRISHNA TRADERS,Karnal,HR
SINV25-04079,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04080,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04081,FRIENDS SOLAR SOLUTION,PANIPAT,HR
SINV25-04082,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04083,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04084,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04085,ASJANS EXPORT PRIVATE LIMITED,NARAVITA PART 1,AS
SINV25-04086,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04087,WALSO SOLAR SOLUTION PVT. LTD.,KUTAIL,HR
SINV25-04088,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04089,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04090,RADHE KRISHNA TRADERS,Karnal,HR
SINV25-04091,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04092,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04093,UJJALA SOLAR CORPORATION,HISAR,HR
SINV25-04094,BHATIWAL SOLAR POWER SYSTEM,ABOHAR,PB
SINV25-04095,SUN POWER SOLAR ENERGY,KANINA,HR
SINV25-04096,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04097,LALA MELI RAM AND SONS,NARWANA,HR
SINV25-04098,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04099,J K INDUSTRIES,ALWAR,RJ
SINV25-04100,ASJANS EXPORT PRIVATE LIMITED,NARAVITA PART 1,AS
SINV25-04101,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04102,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04103,BHAWANI AGRO AGENCY,RANI,RJ
SINV25-04104,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04105,J K INDUSTRIES,ALWAR,RJ
SINV25-04106,RADHE KRISHNA TRADERS,Karnal,HR
SINV25-04107,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04108,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04109,DOON INFRAPOWER PROJECTS PRIVATE LIMITED,JAIPUR,RJ
SINV25-04110,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04111,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04112,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04113,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04114,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04115,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04116,JAIMINI TRADERS,SHARANPUR,UP
SINV25-04117,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04118,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04119,RADHE KRISHNA TRADERS,Karnal,HR
SINV25-04120,LALA MELI RAM AND SONS,NARWANA,HR
SINV25-04121,TIWARI ENTERPRISES,AMETHI,UP
SINV25-04122,LALA MELI RAM AND SONS,NARWANA,HR
SINV25-04123,TIWARI ENTERPRISES,AMETHI,UP
SINV25-04124,PRASHANT SOLAR POWER,DHARAI,UP
SINV25-04125,B.S.A. TRADERS,SIRSA,HR
SINV25-04126,BHARAT ENTERPRISES,KHALILABAD,UP
SINV25-04127,SUN POWER SOLAR ENERGY,KANINA,HR
SINV25-04128,UJJALA SOLAR CORPORATION,HISAR,HR
SINV25-04129,BHATIWAL SOLAR POWER SYSTEM,ABOHAR,PB
SINV25-04130,ELECTRO POWER,FARIDABAD,HR
SINV25-04131,SURYA SHAKTI SOLAR AND TRADING PRIVATE LIMITED,DEHRADUN,UK
SINV25-04132,SURYA SHAKTI SOLAR AND TRADING PRIVATE LIMITED,DEHRADUN,UK
SINV25-04133,B.S.A. TRADERS,SIRSA,HR
SINV25-04134,PRASHANT SOLAR POWER,DHARAI,UP
SINV25-04135,BHAGWATI SOLAR,PEHOWA,HR
SINV25-04136,BHAGWATI SOLAR,PEHOWA,HR
SINV25-04137,GREEN TECH,BHAGWANPUR,UK
SINV25-04138,GREEN TECH,BHAGWANPUR,UK
SINV25-04139,SHIV DHVANI TRADERS,JHANSI,UP
SINV25-04140,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04141,KR SOLAR PROJECTS AND SERVICE PROVIDERS,JABALPUR,MP
SINV25-04142,J K INDUSTRIES,ALWAR,RJ
SINV25-04143,INFRA SOLUTION,BHAGWANPUR,UK
SINV25-04144,J K INDUSTRIES,ALWAR,RJ
SINV25-04145,HIMALAYAN SOLAR LIMITED,BARAWALA,HR
SINV25-04146,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04147,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04148,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04149,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04150,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04151,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04152,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04153,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04154,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04155,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04156,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04157,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04158,INDIAN TECHNICAL MOBILE SOLUTION,BAHRAICH,UP
SINV25-04159,RADIANT ENERGY SOLAR SYSTEM,ALIGARH,UP
SINV25-04160,GLOBAL ENTERPRISES,BHATINDA,PB
SINV25-04161,SMART ROOF SOLAR SOLUTIONS PVT LTD,GURGAON,HR
SINV25-04162,SCHON ENTERPRISES,Karnal,HR
SINV25-04163,MODERN SOLAR COMPANY,ALLAHABAD,UP
SINV25-04164,GIGA SOLAR,ZIRAKPUR,PB
SINV25-04165,GLOBAL ENTERPRISES,BHATINDA,PB
SINV25-04166,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04167,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04168,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04169,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04170,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04171,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04172,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04173,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04174,J K INDUSTRIES,ALWAR,RJ
SINV25-04175,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04176,SHIV DHVANI TRADERS,JHANSI,UP
SINV25-04177,SUNRISE SOLAR ENTERPRISES,KANPUR,UP
SINV25-04178,SUNRISE SOLAR ENTERPRISES,KANPUR,UP
SINV25-04179,MODERN SOLAR COMPANY,ALLAHABAD,UP
SINV25-04180,GARGEE ENTERPRISES,LUCKNOW,UP
SINV25-04181,SIYARAM IRRIGATION PRIVATE LIMITED,HISAR,HR
SINV25-04182,INDIAN TECHNICAL MOBILE SOLUTION,BAHRAICH,UP
SINV25-04183,JMC SOLAR SOLUTION,AMBALA CITY,HR
SINV25-04184,AMPRER RECYCLING PRIVATE LIMITED,BENGALURU,KA
SINV25-04185,HIMALAYAN SOLAR LIMITED,BARAWALA,HR
SINV25-04186,SIDHU GREEN INDUSTRIES,MALOUT,PB
SINV25-04187,GARGEE ENTERPRISES,LUCKNOW,UP
SINV25-04188,SIYARAM IRRIGATION PRIVATE LIMITED,HISAR,HR
SINV25-04189,KR SOLAR PROJECTS AND SERVICE PROVIDERS,JABALPUR,MP
SINV25-04190,GOPAL AGRO ENGG WORK,YAMUNANAGAR,HR
SINV25-04191,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04192,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04193,AMARA RAJA ENERGY & MOBILITY LIMITED,VIJAYAWADA,AP
SINV25-04194,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04195,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-04196,KATAL ELECTRONICS,MUKERIAN,PB
SINV25-04197,EVERGREEN ENERGYS,FATEHBAD,HR
SINV25-04198,GLOBAL ENTERPRISES,BHATINDA,PB
SINV25-04199,UJJALA SOLAR CORPORATION,HISAR,HR
SINV25-04200,EVERGREEN ENERGYS,FATEHBAD,HR
SINV25-04201,AMARA RAJA ENERGY & MOBILITY LIMITED,HYDERABAD,TS
SINV25-04202,AMARA RAJA ENERGY & MOBILITY LIMITED,HYDERABAD,TS
SINV25-04203,AMARA RAJA ENERGY & MOBILITY LIMITED,LUCKNOW,UP
SINV25-04204,AMARA RAJA ENERGY & MOBILITY LIMITED,LUCKNOW,UP
SINV25-04205,AMARA RAJA ENERGY & MOBILITY LIMITED,GAUTAM BUDDHA NAGAR,UP
SINV25-04206,AMARA RAJA ENERGY & MOBILITY LIMITED,BENGALURU RURAL,KA
SINV25-04207,AMARA RAJA ENERGY & MOBILITY LIMITED,ERNAKULAM,KL
SINV25-04208,AMARA RAJA ENERGY & MOBILITY LIMITED,ERNAKULAM,KL
SINV25-04209,GENUS INNOVATION LIMITED,BAHADRABAD,UK
SINV25-04210,MAA ENTERPRISE,BAPRETA,AS
SINV25-04211,NIBEDITA ENGINEERING,TINSUKIA,AS
SINV25-04212,NIBEDITA ENGINEERING,TINSUKIA,AS
SINV25-04213,KATAL ELECTRONICS,MUKERIAN,PB
SINV25-04214,ECOSOLAR POWER MARKETING PRIVATE LIMITED,SARDULGARH,PB
SINV25-04215,BHARATH SOLAR,OLD GUNTUR,AP
SINV25-04216,J K INDUSTRIES,ALWAR,RJ
SINV25-04217,BHARATH SOLAR,OLD GUNTUR,AP
SINV25-04218,GO SOLAR,AMRITSAR,PB
SINV25-04219,BHARATH SOLAR,OLD GUNTUR,AP
SINV25-04220,GOPAL AGRO ENGG WORK,YAMUNANAGAR,HR
SINV25-04221,NIBEDITA ENGINEERING,TINSUKIA,AS
SINV25-04222,MAA ENTERPRISE,BAPRETA,AS
SINV25-04223,TANYA ENTERPRISES,MUZAFFARNAGAR,UP
SINV25-04224,SHRI RADHA RANI ENTERPRISES,MATHURA,UP
SINV25-04225,ECOSOLAR POWER MARKETING PRIVATE LIMITED,SARDULGARH,PB
SINV25-04226,MULTAN TRADERS,KARNAL,HR
SINV25-04227,SONY TRADERS,GURDASPUR,PB
SINV25-04228,DHATTERWAL SOLAR ENERGY SYSTEM,KAITHAL,HR
SINV25-04229,RADIANT ENERGY SOLAR SYSTEM,ALIGARH,UP
SINV25-04230,SHRI RADHA RANI ENTERPRISES,MATHURA,UP
SINV25-04231,ECOSOLAR POWER MARKETING PRIVATE LIMITED,SARDULGARH,PB
SINV25-04232,SHIV DHVANI TRADERS,JHANSI,UP
SINV25-04233,MAURYA BATTERY SERVICE,RAEBARELI,UP
SINV25-04234,GANESH PIPE STORE,MANDI DABWALI,HR
SINV25-04235,SHYAMA SOLAR SOLUTIONS,HARDOI,UP
SINV25-04236,GLOBAL ENTERPRISES,BHATINDA,PB
SINV25-04237,GREEN TECH,BHAGWANPUR,UK
SINV25-04238,MULTAN TRADERS,KARNAL,HR
SINV25-04239,J K INDUSTRIES,ALWAR,RJ
SINV25-04240,SONY TRADERS,GURDASPUR,PB
SINV25-04241,APRICATE POWER PRIVATE LIMITED,PANIPAT,HR
SINV25-04242,APRICATE POWER PRIVATE LIMITED,PANIPAT,HR
SINV25-04243,DHATTERWAL SOLAR ENERGY SYSTEM,KAITHAL,HR
SINV25-04244,APRICATE POWER PRIVATE LIMITED,PANIPAT,HR
SINV25-04245,APRICATE POWER PRIVATE LIMITED,PANIPAT,HR
SINV25-04246,APRICATE POWER PRIVATE LIMITED,PANIPAT,HR
SINV25-04247,APRICATE POWER PRIVATE LIMITED,PANIPAT,HR
